,Scientific Name,Common Name,Species Code,Population Code,Lead Region,Federal Listing Status,Where Listed
847,Eretmochelys imbricata,Hawksbill sea turtle,C00E,V01,4,Endangered,Wherever found
848,Eriastrum densifolium ssp. sanctorum,Santa Ana River woolly-star,Q29A,P01,8,Endangered,Wherever found
849,Erigeron decumbens,Willamette daisy,Q2TF,P01,1,Endangered,Wherever found
850,Erigeron parishii,Parish's daisy,Q29D,P01,8,Threatened,Wherever found
851,Erigeron rhizomatus,Zuni fleabane,Q1W4,P01,2,Threatened,Wherever found
852,Erignathus barbatus nauticus,bearded Seal,A0KM,V02,NMFS,Threatened,Beringia DPS - See 50 CFR 223.102
853,Erignathus barbatus nauticus,bearded Seal,A0KM,V03,NMFS,Threatened,Okhotsk DPS - See 50 CFR 223.102
854,Erimonax monachus,Spotfin Chub,E012,V01,4,Threatened,"Wherever found, except where listed as an experimental population"
855,Erimystax cahni,Slender chub,E01X,V01,4,Threatened,Wherever found
856,Erinna newcombi,Newcomb's snail,G0C0,I01,1,Threatened,Wherever found
857,Eriocnemis nigrivestis,black-breasted puffleg,B0GF,V01,Foreign,Endangered,Wherever found
858,Eriodictyon altissimum,Indian Knob mountainbalm,Q1W5,P01,8,Endangered,Wherever found
859,Eriodictyon capitatum,Lompoc yerba santa,Q0QR,P01,8,Endangered,Wherever found
860,Eriogonum apricum (incl. var. prostratum),Ione (incl. Irish Hill) buckwheat,Q0QW,P01,8,Endangered,Wherever found
861,Eriogonum codium,Umtanum Desert buckwheat,Q3HN,P01,1,Threatened,Wherever found
862,Eriogonum gypsophilum,Gypsum wild-buckwheat,Q1W7,P01,2,Threatened,Wherever found
863,Eriogonum kennedyi var. austromontanum,Southern mountain wild-buckwheat,Q0S7,P01,8,Threatened,Wherever found
864,Eriogonum longifolium var. gnaphalifolium,Scrub buckwheat,Q29N,P01,4,Threatened,Wherever found
865,Eriogonum ovalifolium var. vineum,Cushenbury buckwheat,Q1W8,P01,8,Endangered,Wherever found
866,Eriogonum ovalifolium var. williamsiae,Steamboat buckwheat,Q2OR,P01,8,Endangered,Wherever found
867,Eriogonum pelinophilum,Clay-Loving wild buckwheat,Q29P,P01,6,Endangered,Wherever found
868,Eriophyllum latilobum,San Mateo woolly sunflower,Q2TK,P01,8,Endangered,Wherever found
869,Eryngium aristulatum var. parishii,San Diego button-celery,Q1W9,P01,8,Endangered,Wherever found
870,Eryngium constancei,Loch Lomond coyote thistle,Q29S,P01,8,Endangered,Wherever found
871,Eryngium cuneifolium,Snakeroot,Q29T,P01,4,Endangered,Wherever found
872,Erysimum capitatum var. angustatum,Contra Costa wallflower,Q1WA,P01,8,Endangered,Wherever found
873,Erysimum menziesii,Menzies' wallflower,Q29W,P01,8,Endangered,Wherever found
874,Erysimum teretifolium,Ben Lomond wallflower,Q29X,P01,8,Endangered,Wherever found
875,Erythronium propullans,Minnesota dwarf trout lily,Q2A1,P01,3,Endangered,Wherever found
876,Eschrichtius robustus,Gray whale,A02P,V01,NMFS,Endangered,Western North Pacific DPS See 50 CFR 224.101
877,Etheostoma akatulo,bluemask darter,E076,V01,4,Endangered,Wherever found
878,Etheostoma boschungi,Slackwater darter,E01B,V01,4,Threatened,Wherever found
879,Etheostoma chermocki,Vermilion darter,E098,V01,4,Endangered,Wherever found
880,Etheostoma chienense,Relict darter,E086,V01,4,Endangered,Wherever found
881,Etheostoma etowahae,Etowah darter,E089,V01,4,Endangered,Wherever found
882,Etheostoma fonticola,Fountain darter,E00T,V01,2,Endangered,Wherever found
883,Etheostoma moorei,Yellowcheek Darter,E01E,V01,4,Endangered,Wherever found
884,Etheostoma nianguae,Niangua darter,E02B,V01,3,Threatened,Wherever found
885,Etheostoma nuchale,Watercress darter,E00U,V01,4,Endangered,Wherever found
886,Etheostoma okaloosae,Okaloosa darter,E00H,V01,4,Threatened,Wherever found
887,Etheostoma osburni,Candy darter,E03K,V01,5,Endangered,Wherever found
888,Etheostoma percnurum,Duskytail darter,E078,V01,4,Endangered,Wherever found
889,Etheostoma phytophilum,Rush Darter,E0AB,V01,4,Endangered,Wherever found
890,Etheostoma rubrum,Bayou darter,E01S,V01,4,Threatened,Wherever found
891,Etheostoma scotti,Cherokee darter,E03J,V01,4,Threatened,Wherever found
892,Etheostoma sellare,Maryland darter,E003,V01,5,Endangered,Wherever found
893,Etheostoma spilotum,Kentucky arrow darter,E0BF,V01,4,Threatened,Wherever found
894,Etheostoma susanae,Cumberland darter,E05R,V01,4,Endangered,Wherever found
895,Etheostoma trisella,Trispot darter,E05G,V01,4,Threatened,Wherever found
896,Etheostoma wapiti,Boulder darter,E05P,V01,4,Endangered,Wherever found
897,Eua zebrina,Snail [no common name],G0BJ,I01,1,Endangered,Wherever found
898,Eubalaena australis,Southern Right Whale,A0K7,V01,NMFS,Endangered,Wherever found
899,Eubalaena glacialis,North Atlantic Right Whale,A02R,V01,NMFS,Endangered,Wherever found
900,Eubalaena japonica,North Pacific Right Whale,A0K6,V01,NMFS,Endangered,Wherever found
901,Eucyclogobius newberryi,Tidewater goby,E071,V01,8,Endangered,Wherever found
902,Eudyptes chrysocome,southern rockhopper penguin,B0FC,V01,Foreign,Threatened,"New Zealand-Australia DPS, associated with the Campbell Plateau and Macquarie Island"
903,Eudyptes pachyrhynchus,fiordland crested penguin,B0FF,V01,Foreign,Threatened,Wherever found
904,Eudyptes sclateri,erect-crested penguin,B0FH,V01,Foreign,Threatened,Wherever found
905,Eudyptula albosignata,white-flippered penguin,B0FK,V01,Foreign,Threatened,Wherever found
906,Eugenia bryanii,No common name,Q3OW,P01,1,Endangered,Wherever found
907,Eugenia haematocarpa,Uvillo,Q2A2,P01,4,Endangered,Wherever found
908,Eugenia koolauensis,Nioi,Q33F,P01,1,Endangered,Wherever found
909,Eugenia woodburyana,No common name,Q3D7,P01,4,Endangered,Wherever found
910,Eulidia yarrellii,Chilean woodstar,B0CY,V01,Foreign,Endangered,Wherever found
911,Eumeces egregius lividus,Bluetail mole skink,C03T,V01,4,Threatened,Wherever found
912,Eumetopias jubatus,Steller sea lion,A0FS,V02,NMFS,Endangered,Western DPS - See 50 CFR 224.101
913,Eumops floridanus,Florida bonneted bat,A0JB,V01,4,Endangered,Wherever found
914,Euphilotes battoides allyni,El Segundo blue butterfly,I00C,I01,8,Endangered,Wherever found
915,Euphilotes enoptes smithi,Smith's blue butterfly,I00R,I01,8,Endangered,Wherever found
916,Euphorbia celastroides var. kaenana,`Akoko,Q1U7,P01,1,Endangered,Wherever found
917,Euphorbia deppeana,`Akoko,Q1U8,P01,1,Endangered,Wherever found
918,Euphorbia eleanoriae,`Akoko,Q3HH,P01,1,Endangered,Wherever found
919,Euphorbia haeleeleana,`Akoko,Q0UD,P01,1,Endangered,Wherever found
920,Euphorbia halemanui,''Akoko,Q1UA,P01,1,Endangered,Wherever found
921,Euphorbia herbstii,`Akoko,Q3GN,P01,1,Endangered,Wherever found
922,Euphorbia kuwaleana,`Akoko,Q30T,P01,1,Endangered,Wherever found
923,Euphorbia remyi var. kauaiensis,`Akoko,Q1UC,P01,1,Endangered,Wherever found
924,Euphorbia remyi var. remyi,`Akoko,Q1UD,P01,1,Endangered,Wherever found
925,Euphorbia rockii,`Akoko,Q3GO,P01,1,Endangered,Wherever found
926,Euphorbia skottsbergii var. skottsbergii,Ewa Plains `akoko,Q1UE,P01,1,Endangered,Wherever found
927,Euphorbia telephioides,Telephus spurge,Q2A5,P01,4,Threatened,Wherever found
928,Euphydryas editha bayensis,Bay checkerspot butterfly,I021,I01,8,Threatened,Wherever found
929,Euphydryas editha quino (=E. e. wrighti),Quino checkerspot butterfly,I00P,I01,8,Endangered,Wherever found
930,Euphydryas editha taylori,Taylor's (=whulge) Checkerspot,I0T6,I01,1,Endangered,Wherever found
931,Euphyllia paradivisa,No common name,P00F,I01,NMFS,Threatened,Wherever found
932,Euproserpinus euterpe,Kern primrose sphinx moth,I01C,I01,8,Threatened,Wherever found
933,Eurycea chisholmensis,Salado Salamander,D02X,V01,2,Threatened,Wherever found
934,Eurycea nana,San Marcos salamander,D00I,V01,2,Threatened,Wherever found
935,Eurycea naufragia,Georgetown Salamander,D02S,V01,2,Threatened,Wherever found
936,Eurycea sosorum,Barton Springs salamander,D010,V01,2,Endangered,Wherever found
937,Eurycea tonkawae,Jollyville Plateau Salamander,D02T,V01,2,Threatened,Wherever found
938,Eurycea waterlooensis,Austin blind Salamander,D033,V01,2,Endangered,Wherever found
939,Eutrema penlandii,Penland alpine fen mustard,Q1WG,P01,6,Threatened,Wherever found
940,Eutrichomyias rowleyi,Caerulean Paradise flycatcher,B0B9,V01,Foreign,Endangered,Wherever found
941,Eutriorchis astur,Madagascar serpent eagle,B09M,V01,Foreign,Endangered,Wherever found
942,Exocarpos luteolus,Heau,Q2A6,P01,1,Endangered,Wherever found
943,Exocarpos menziesii,Heau,Q3OJ,P01,1,Endangered,Entire
944,Falco araea,Seychelles kestrel,B01Y,V01,Foreign,Endangered,Wherever found
945,Falco femoralis septentrionalis,Northern Aplomado Falcon,B06V,V01,2,Endangered,"Wherever found, except where listed as an experimental population"
946,Falco peregrinus peregrinus,Eurasian peregrine falcon,B050,V01,Foreign,Endangered,Wherever found
947,Falco punctatus,Mauritius kestrel,B01X,V01,Foreign,Endangered,Wherever found
948,Felis jacobita,Andean cat,A04V,V01,Foreign,Endangered,Wherever found
949,Felis margarita scheffeli,Pakistan sand cat,A0A0,V01,Foreign,Endangered,Wherever found
950,Felis nigripes,Black-footed cat,A04W,V01,Foreign,Endangered,Wherever found
951,Felis pardina,Spanish lynx,A01M,V01,Foreign,Endangered,Wherever found
952,Festuca hawaiiensis,No common name,Q33I,P01,1,Endangered,Wherever found
953,Festuca ligulata,Guadalupe fescue,Q0UM,P01,2,Endangered,Wherever found
954,Festuca molokaiensis,No common name,Q3O5,P01,1,Endangered,Wherever found
955,Fitzroya cupressoides,Chilean false larch,R004,P01,Foreign,Threatened,Wherever found
956,Flueggea neowawraea,Mehamehame,Q33K,P01,1,Endangered,Wherever found
957,Formicivora erythronotos,Black hooded (black-headed) antwren,B0D2,V01,Foreign,Endangered,Wherever found
958,Foudia flavicans,Rodrigues fody,B09P,V01,Foreign,Endangered,Wherever found
959,Foudia rubra,Mauritius fody,B09O,V01,Foreign,Endangered,Wherever found
960,Foudia sechellarum,Seychelles fody (weaver-finch),B01M,V01,Foreign,Endangered,Wherever found
961,Francolinus ochropectus,Djibouti francolin,B09Q,V01,Foreign,Endangered,Wherever found
962,Fregata andrewsi,Andrew's frigatebird,B051,V01,Foreign,Endangered,Wherever found
963,Fremontodendron californicum ssp. decumbens,Pine Hill flannelbush,Q0V1,P01,8,Endangered,Wherever found
964,Fremontodendron mexicanum,Mexican flannelbush,Q2OZ,P01,8,Endangered,Wherever found
965,Fritillaria gentneri,Gentner's Fritillary,Q0V6,P01,1,Endangered,Wherever found
966,Fulica americana alai,Hawaiian coot,B04G,V01,1,Endangered,Wherever found
967,Fusconaia burkei,Tapered pigtoe,F03W,I01,4,Threatened,Wherever found
968,Fusconaia cor,Shiny pigtoe,F00Q,I01,4,Endangered,Wherever found; Except where listed as Experimental Populations
969,Fusconaia cuneolus,Finerayed pigtoe,F00O,I01,4,Endangered,Wherever found; Except where listed as Experimental Populations
970,Fusconaia escambia,Narrow pigtoe,F02T,I01,4,Threatened,Wherever found
971,Fusconaia rotulata,Round Ebonyshell,F02G,I01,4,Endangered,Wherever found
972,Galactia smallii,Small's milkpea,Q2RJ,P01,4,Endangered,Wherever found
973,Galium buxifolium,Island bedstraw,Q0VF,P01,8,Endangered,Wherever found
974,Galium californicum ssp. sierrae,El Dorado bedstraw,Q0VG,P01,8,Endangered,Wherever found
975,Gallicolumba stairi,Friendly Ground-Dove,B0AJ,V01,1,Endangered,American Samoa DPS
976,Gallinula chloropus guami,Mariana common moorhen,B062,V01,1,Endangered,Wherever found
977,Gallinula galeata sandvicensis,Hawaiian common gallinule,B00H,V01,1,Endangered,Wherever found
978,Gallirallus (=Tricholimnas) sylvestris,Lord Howe wood rail,B05M,V01,Foreign,Endangered,Wherever found
979,Gallotia simonyi simonyi,Hierro giant lizard,C034,V01,Foreign,Endangered,Wherever found
980,Gambelia silus,Blunt-nosed leopard lizard,C001,V01,8,Endangered,Wherever found
981,Gambusia gaigei,Big Bend gambusia,E004,V01,2,Endangered,Wherever found
982,Gambusia georgei,San Marcos gambusia,E021,V01,2,Endangered,Wherever found
983,Gambusia heterochir,Clear Creek gambusia,E005,V01,2,Endangered,Wherever found
984,Gambusia nobilis,Pecos gambusia,E00V,V01,2,Endangered,Wherever found
985,Gammarus acherondytes,Illinois cave amphipod,K021,I01,3,Endangered,Wherever found
986,Gammarus desperatus,Noel's Amphipod,K023,I01,2,Endangered,Wherever found
987,Gammarus hyalleloides,Diminutive Amphipod,K020,I01,2,Endangered,Wherever found
988,Gammarus pecos,Pecos amphipod,K024,I01,2,Endangered,Wherever found
989,Gardenia brighamii,Hawaiian gardenia (=Na`u),Q1WJ,P01,1,Endangered,Wherever found
990,Gardenia mannii,Nanu,Q3GR,P01,1,Endangered,Wherever found
991,Gardenia remyi,Nanu,Q33N,P01,1,Endangered,Wherever found
992,Gasterosteus aculeatus williamsoni,Unarmored threespine stickleback,E00X,V01,8,Endangered,Wherever found
993,Gaura neomexicana var. coloradensis,Colorado Butterfly plant,Q0VV,P01,6,Threatened,Wherever found
994,Gavialis gangeticus,Gavial,C009,V01,Foreign,Endangered,Wherever found
995,Gazella cuvieri,Mountain (=Cuvier's) gazelle,A012,V01,Foreign,Endangered,Wherever found
996,Gazella dama,Dama gazelle,A0G4,V01,Foreign,Endangered,Wherever found
997,Gazella dama lozanoi,Rio de Oro Dama gazelle,A015,V01,Foreign,Endangered,Wherever found
998,Gazella dama mhorr,Mhorr gazelle,A013,V01,Foreign,Endangered,Wherever found
999,Gazella dorcas massaesyla,Moroccan gazelle,A014,V01,Foreign,Endangered,Wherever found
1000,Gazella dorcas pelzelni,Pelzeln's gazelle,A07M,V01,Foreign,Endangered,Wherever found
1001,Gazella dorcas saudiya,Saudi Arabian gazelle,A07O,V01,Foreign,Endangered,Wherever found
1002,Gazella gazella,Arabian gazelle,A07L,V01,Foreign,Endangered,Wherever found
1003,Gazella leptoceros,Slender-horned gazelle,A016,V01,Foreign,Endangered,Wherever found
1004,Gazella subgutturosa marica,Sand gazelle,A07N,V01,Foreign,Endangered,Wherever found
1005,Geocarpon minimum,No common name,Q1WK,P01,4,Threatened,Wherever found
1006,Geochelone nigra (=elephantopus),Galapagos tortoise,C00I,V01,Foreign,Endangered,Wherever found
1007,Geochelone radiata,Madagascar radiated tortoise,C00J,V01,Foreign,Endangered,Wherever found
1008,Geochelone yniphora,Angulated tortoise,C01C,V01,Foreign,Endangered,Wherever found
1009,Geoclemys hamiltonii,Spotted pond turtle,C01K,V01,Foreign,Endangered,Wherever found
1010,Geopsittacus occidentalis,Night (=Australian) parrot,B02H,V01,Foreign,Endangered,Wherever found
1011,Geranium arboreum,Nohoanu,Q1WL,P01,1,Endangered,Wherever found
1012,Geranium hanaense,Nohoanu,Q3HM,P01,1,Endangered,Wherever found
1013,Geranium hillebrandii,Nohoanu,Q3DB,P01,1,Endangered,Wherever found
1014,Geranium kauaiense,Nohoanu,Q33O,P01,1,Endangered,Wherever found
1015,Geranium multiflorum,Nohoanu,Q2AI,P01,1,Endangered,Wherever found
1016,Geronticus eremita,Northern bald ibis,B06B,V01,Foreign,Endangered,Wherever found
1017,Gesneria pauciflora,No common name,Q2TT,P01,4,Threatened,Wherever found
1018,Geum radiatum,Spreading avens,Q1WM,P01,4,Endangered,Wherever found
1019,Gila bicolor ssp.,Hutton tui chub,E02S,V01,1,Threatened,Wherever found
1020,Gila bicolor ssp. mohavensis,Mohave tui chub,E00Q,V01,8,Endangered,Wherever found
1021,Gila bicolor ssp. snyderi,Owens Tui Chub,E02W,V01,8,Endangered,Wherever found
1022,Gila boraxobius,Borax Lake chub,E027,V01,1,Endangered,Wherever found
1023,Gila cypha,Humpback chub,E000,V01,6,Endangered,Wherever found
1024,Gila ditaenia,Sonora chub,E029,V01,2,Threatened,Wherever found
1025,Gila elegans,Bonytail chub,E020,V01,6,Endangered,Wherever found
1026,Gila intermedia,Gila chub,E02P,V01,2,Endangered,Wherever found
1027,Gila nigrescens,Chihuahua chub,E028,V01,2,Threatened,Wherever found
1028,Gila purpurea,Yaqui chub,E034,V01,2,Endangered,Wherever found
1029,Gila robusta jordani,Pahranagat roundtail chub,E00R,V01,8,Endangered,Wherever found
1030,Gila seminuda (=robusta),Virgin River Chub,E02A,V01,6,Endangered,Wherever found
1031,Gilia tenuiflora ssp. arenaria,Monterey gilia,Q2AJ,P01,8,Endangered,Wherever found
1032,Gilia tenuiflora ssp. hoffmannii,Hoffmann's slender-flowered gilia,Q0WC,P01,8,Endangered,Wherever found
1033,Glaucomys sabrinus coloratus,Carolina northern flying squirrel,A09M,V01,4,Endangered,Wherever found
1034,Glaucopsyche lygdamus palosverdesensis,Palos Verdes blue butterfly,I01B,I01,8,Endangered,Wherever found
1035,Goetzea elegans,Beautiful goetzea,Q2AL,P01,4,Endangered,Wherever found
1036,Gonocalyx concolor,No common name,Q2TV,P01,4,Endangered,Wherever found
1037,Gopherus agassizii,Desert tortoise,C04L,V02,8,Similarity of Appearance to a Threatened Taxon,"AZ south and east of Colorado R., and Mexico, when found outside of Mexico or said range in AZ"
1038,Gopherus agassizii,Desert tortoise,C04L,V05,8,Threatened,"Wherever found, except AZ south and east of Colorado R., and Mexico"
1039,Gopherus flavomarginatus,Bolson tortoise,C02H,V01,Foreign,Endangered,Wherever found
1040,Gopherus polyphemus,Gopher tortoise,C044,V01,4,Threatened,"Wherever found west of Mobile and Tombigbee Rivers in AL, MS, and LA"
1041,Gorilla gorilla,Gorilla,A017,V01,Foreign,Endangered,Wherever found
1042,Gouania hillebrandii,No common name,Q1WP,P01,1,Endangered,Wherever found
1043,Gouania meyenii,No common name,Q1WQ,P01,1,Endangered,Wherever found
1044,Gouania vitifolia,No common name,Q1WR,P01,1,Endangered,Wherever found
1045,Grallaria milleri,Brown-banded antpitta,B0BK,V01,Foreign,Endangered,Wherever found
1046,Graptemys flavimaculata,Yellow-blotched map turtle,C025,V01,4,Threatened,Wherever found
1047,Graptemys oculifera,Ringed map turtle,C022,V01,4,Threatened,Wherever found
1048,Grindelia fraxinipratensis,Ash Meadows gumplant,Q2AM,P01,8,Threatened,Wherever found
1049,Grus americana,Whooping crane,B003,V01,2,Endangered,"Wherever found, except where listed as an experimental population"
1050,Grus canadensis nesiotes,Cuba sandhill crane,B05U,V01,Foreign,Endangered,Wherever found
1051,Grus canadensis pulla,Mississippi sandhill crane,B04I,V01,4,Endangered,Wherever found
1052,Grus japonensis,Japanese Crane,B016,V01,Foreign,Endangered,Wherever found
1053,Grus leucogeranus,Siberian white Crane,B03Z,V01,Foreign,Endangered,Wherever found
1054,Grus monacha,Hooded Crane,B04U,V01,Foreign,Endangered,Wherever found
1055,Grus nigricollis,Black-necked Crane,B04T,V01,Foreign,Endangered,Wherever found
1056,Grus vipio,White-naped Crane,B04V,V01,Foreign,Endangered,Wherever found
1057,Gymnobelideus leadbeateri,Leadbeater's Possum,A0FM,V01,Foreign,Endangered,Wherever found
1058,Gymnoderma lineare,Rock gnome lichen,U001,P01,4,Endangered,Wherever found
1059,Gymnogyps californianus,California condor,B002,V01,8,Endangered,"U.S.A. only, except where listed as an experimental population"
1060,Gymnomyza samoensis,Mao (= maomao) (honeyeater),B0L8,V01,1,Endangered,Wherever found
1061,Hackelia venusta,Showy stickseed,Q0XA,P01,1,Endangered,Wherever found
1062,Haematopus meadewaldoi,Canarian black oystercatcher,B09W,V01,Foreign,Endangered,Wherever found
1063,Halcyon cinnamomina cinnamomina,Guam Micronesian kingfisher,B061,V01,1,Endangered,Wherever found
1064,Haliaeetus albicilla groenlandicus,Greenland white-tailed eagle,B04Y,V01,Foreign,Endangered,Wherever found
1065,Haliaeetus vociferoides,Madagascar sea eagle,B09N,V01,Foreign,Endangered,Wherever found
1066,Haliotis cracherodii,Black Abalone,G0FU,I01,NMFS,Endangered,Wherever found
1067,Haliotis sorenseni,White Abalone,G0C8,I01,NMFS,Endangered,"North America (West Coast from Point Conception, CA, U.S.A., to Punta Abreojos, Baja California, Mexico)"
1068,Halophila johnsonii,Johnson's seagrass,Q3AL,P01,NMFS,Threatened,Wherever found
1069,Hamiota australis,Southern sandshell,F030,I01,4,Threatened,Wherever found
